date,tweet_id,tweet_text,source,in_reply_to_screen_name,user_name,user_screen_name,location,user_url,n_followers,verified
2021-06-18 13:24:46,1405879162007699456,@policia @guardiacivil @EMADmde @CasaReal @MonarquiaEspana @Santi_ABASCAL @pablocasado_ @InesArrimadas @fjosealcaraz @PerdigueroSIPEp @Macarena_Olona @Jorgebuxade @zoidoJI @TeoGarciaEgea @Ortega_Smith @ivanedlm @Armada_esp @EjercitoTierra @EjercitoAire una forma legal para hacer saber que la integridad persona de cada uno es inviolable sobre la mascarilla y sea solo cuando en el mundo no muera nadie y los científicos ratifiquen que el uso no es necesario,Twitter Web App,10ramon10,ramon vives conde 🇪🇸,10ramon10,,https://twitter.com/10ramon10,671,False
2021-06-18 13:24:22,1405879058093817860,"@marita_molina4 @JNE_Peru LA VERDAD GENERA DERECHO, UN DELITO?: NO
Que el @JNE_Peru aprenda la lección de la búsqueda de la verdad del #JEE-Huancavelica👏👏👏👏👏. En 48horas la @ONPE_oficial respondió su requerimiento del #PadronElectoral, indispensable para #LaVerdad
CC: @AndresPastrana_ @Santi_ABASCAL",Twitter for iPad,marita_molina4,Mario Santander,MarioS759,,https://twitter.com/MarioS759,932,False
2021-06-18 13:24:14,1405879025915109379,@falegrevera @madrid_vox @WillyTolerdoo Coño si trabajas como @Santi_ABASCAL Que suerte. Y ganad lo mismo sin hacer nada?,Twitter for iPhone,falegrevera,Jose W Ortiz Miranda,sfcjom1,España,https://twitter.com/sfcjom1,122,False
2021-06-18 13:23:41,1405878889554100224,"@manu_mrq @jcarlitos75 @Angel_L_Hern @myropa66 @Santi_ABASCAL @antelini Nunca ha salido en prensa,  ninguna manifestación que los de vox la lien .... siempre ha sido lo del bando contrario.... mira si no el otro día en colón, fue admirable comparado con lo que vemos en cataluña",Twitter for Android,manu_mrq,Sara trecebarras,NoPienso4,,https://twitter.com/NoPienso4,16,False
2021-06-18 13:23:41,1405878886706073606,"@Santi_ABASCAL Predono no el actual  ministro  si no el de zapatero, mariano fernandez  bermejo,  si esto  fuera  asi es pára inabilitar  al psoe  por vida  y todos  a la carcel,  no es esto solo quien  hay detras  del 11 m ???saldar a la luz algun dia?? Espero  que si",Twitter for Android,Santi_ABASCAL,Amparo,Amparo25437725,,https://twitter.com/Amparo25437725,1,False
2021-06-18 13:23:08,1405878751439753217,"@policia @guardiacivil @EMADmde @CasaReal @MonarquiaEspana @Santi_ABASCAL @pablocasado_ @InesArrimadas @fjosealcaraz @PerdigueroSIPEp @Macarena_Olona @Jorgebuxade @zoidoJI @TeoGarciaEgea @Ortega_Smith @ivanedlm la cuestión es que el comunismo o obligue con ordenes ilegales la retirada de la mascarilla a guardias y militares por una la tontearía populista de quitar la mascarilla, a los políticos sean firmes en el respeto",Twitter Web App,10ramon10,ramon vives conde 🇪🇸,10ramon10,,https://twitter.com/10ramon10,671,False
2021-06-18 13:22:52,1405878681311100938,"@Santi_ABASCAL Mira...ya no puedo más con tanta estulticia y maldad , te saco de mi vista que cada vez que te leo se me revuelve el estómago.",Twitter for Android,Santi_ABASCAL,carmela,buscandoacarmon,,https://twitter.com/buscandoacarmon,17,False
2021-06-18 13:21:56,1405878448862683139,@Santi_ABASCAL @vox_es Sánchez Delincuente el  mayor Delincuente de España.,Twitter for Android,Santi_ABASCAL,Welba,Welba91910915,,https://twitter.com/Welba91910915,2,False
2021-06-18 13:21:55,1405878441677836289,"@Santi_ABASCAL Santivago no te dan la razón ( hasta para mirar la hemeroteca eres vago), ya que cuando tu lo proponías no estaba la vacuncion tan avanzada.",Twitter for Android,Santi_ABASCAL,Mike,Mike50640429,,https://twitter.com/Mike50640429,1187,False
2021-06-18 13:21:51,1405878425403985921,@VicenteGPa @MJesusCalderon @Santi_ABASCAL @Macarena_Olona De la ser. Mandarlo a su casa lo mando ayudo!!!,Twitter for iPhone,VicenteGPa,María,MaraCapdevila4,,https://twitter.com/MaraCapdevila4,852,False
2021-06-18 13:21:36,1405878365425442821,"@Alvisepf @sanchezcastejon @Macarena_Olona @Santi_ABASCAL @IdiazAyuso @Tonicanto1 He creado este hastag, no tiene por qué ser ese pero, deberíamos crear uno similar, para que se vea desde ya, que tenemos al Gobierno más que calado.",Twitter for Android,Dsagunt,David,Dsagunt,,https://twitter.com/Dsagunt,3970,False
2021-06-18 13:21:19,1405878294084476932,@Santi_ABASCAL Claro que si indigente mental,Twitter for Android,Santi_ABASCAL,Miguel Moya,MGMoya70,"Huelva, España",https://twitter.com/MGMoya70,191,False
2021-06-18 13:20:42,1405878139193073667,"@policia @guardiacivil @EMADmde @CasaReal @MonarquiaEspana @Santi_ABASCAL @pablocasado_ @InesArrimadas @fjosealcaraz pido a los dirigentes políticos que esta tontería para que se quite  la mascarilla no sean ordenes políticas por querer ser MAS GUAIS QUE NADIE, respete a todos sus derechos de protección @PerdigueroSIPEp @Macarena_Olona",Twitter Web App,10ramon10,ramon vives conde 🇪🇸,10ramon10,,https://twitter.com/10ramon10,671,False
2021-06-18 13:19:49,1405877914214748162,@MaraCapdevila4 @MJesusCalderon @Santi_ABASCAL @Macarena_Olona Me parto 🤣🤣🤣 https://t.co/hztsnL5qba,Twitter for iPad,MaraCapdevila4,Vicente J. García,VicenteGPa,,https://twitter.com/VicenteGPa,285,False
2021-06-18 13:19:46,1405877903921909764,"@Santi_ABASCAL Que malo es el egocentrismo, ¿No sera que se quitan las mascarillas por el esfuerzo de los ciudadanos y los servicios medicos y sanitarios que han hecho que los indices bajen a, por ejemplo, solo una muerte en Madrid ayer?

¿Pero para que valorar el esfuerzo coudadano verdad?",Twitter Web App,Santi_ABASCAL,Jesus,sea_como_sea,,https://twitter.com/sea_como_sea,73,False
2021-06-18 13:19:40,1405877875891396612,"@NoeLia89408225 @Ciriaco1212 @Santi_ABASCAL Están cada día mas tarados, se están volviendo peligrosos los de bien.",Twitter Web App,NoeLia89408225,Pasapues,pasapues76,Zaragoza,https://twitter.com/pasapues76,62,False
2021-06-18 13:19:09,1405877746736173057,"@Santi_ABASCAL Estoy alucinando  , si lo que a desvelado, el espediente  royuela, que el ministro  de justicia  esta envuelto  en asesinatos  de 48 presonas y fueron  enterradas  en una finca,  de san sebastian  de los reyes  , que el psoe  actuaba, como sicario  ,si esto es asi es muy grabe",Twitter for Android,Santi_ABASCAL,Amparo,Amparo25437725,,https://twitter.com/Amparo25437725,1,False
2021-06-18 13:19:04,1405877725676646402,"@Silvani37066491 @Santi_ABASCAL pues saldra en las cuentas de cada uno , pero te advierto que los corruptos son otros y se esta viendo cada dia",Twitter Web App,Silvani37066491,Araceli Hernandez,AraceliArher,,https://twitter.com/AraceliArher,1,False
2021-06-18 13:18:50,1405877667820343304,"@Santi_ABASCAL Analfabetos políticos.
Vomitivox.",Twitter for Android,Santi_ABASCAL,Lola 💚❤🇪🇸🔻,Lola55987592,,https://twitter.com/Lola55987592,66,False
2021-06-18 13:17:25,1405877309555548165,"@Votante_VOX @hechochispas @Santi_ABASCAL A ver semihombre aprenda UD, que el sufrimiento nada tiene que ver con el padecimiento. Mi hijo padeció en la Cruz por vosotros. Ya veo que de nada sirvió.",Twitter for Android,Votante_VOX,Soy Dios Y Te Veo,SoyVerte,Mundo,https://twitter.com/SoyVerte,22,False
2021-06-18 13:17:12,1405877256598298628,"@Santi_ABASCAL No estáis más tontos por qué no se strensis en Vox,....las mascarillas con la mitad de la población ya vacunada es una evidencia que se acabaría .
Por cierto,este gobierno comunista nos vuelve a subir el sueldo.
Bendiciones al partido comunista de España",Twitter for Android,Santi_ABASCAL,ertioPepeillo_75,Pepeill34109512,"Villanueva de la Serena, Españ",https://twitter.com/Pepeill34109512,22,False
2021-06-18 13:13:29,1405876320186388480,@Santi_ABASCAL menudo inútil pero autentico sin mas es el numero 1 que es lo que quiere. pues anda ya tiene su sitio.,Twitter for iPhone,Santi_ABASCAL,Christer Pintado,ChristerPintado,Dallas Texas,https://twitter.com/ChristerPintado,57,False
2021-06-18 13:13:24,1405876301169319937,@chaningdays @Santi_ABASCAL Presidente del club de cuñaos.,Twitter for iPhone,chaningdays,cuñaodevox,cunaodevox,,https://twitter.com/cunaodevox,13,False
2021-06-18 13:13:08,1405876234832203783,"@Santi_ABASCAL De aquí a día días, bombardeo de súper noticias sobre economía, recuperación,  blabla bla",Twitter for Android,Santi_ABASCAL,Dr Bastinazo(ppcam),BastinazoDr,,https://twitter.com/BastinazoDr,56,False
2021-06-18 13:12:50,1405876158609117186,@vdevendetta1570 @Silvani37066491 @Santi_ABASCAL Nunca intentes razonar con un cuñao...,Twitter for iPhone,vdevendetta1570,cuñaodevox,cunaodevox,,https://twitter.com/cunaodevox,13,False
2021-06-18 13:12:38,1405876106956320769,"@Santi_ABASCAL Eres un p*** payaso cabrasCal por mucho que te empeñes no vas a acabar con el gobierno, payaso, corrupto fascista te pilla todo",Twitter for Android,Santi_ABASCAL,Elena.C,ElenaC65216447,,https://twitter.com/ElenaC65216447,3,False
2021-06-18 13:12:25,1405876051822223367,"@Santi_ABASCAL La propia OMS aconsejaba llevar mascarilla solo en espacios cerrados, con poca ventilación o la imposibilidad de mantener una distancia recomendada. Vean este vídeo, una entrevista muy interesante.  https://t.co/rt6gfzvHA3",Twitter for Android,Santi_ABASCAL,Tercios TemplarioS,TerciosTemplar1,Valhalla - Asgard,https://twitter.com/TerciosTemplar1,650,False
2021-06-18 13:12:12,1405875998642614273,@Santi_ABASCAL Un año después...,Twitter for Android,Santi_ABASCAL,Ranita Maeztu,MaeztuRanita,,https://twitter.com/MaeztuRanita,382,False
2021-06-18 13:12:12,1405875996411236358,"@ArturoVilla_ @monasterioR:firmó ilegalmente trabajos de arquitecto
@Macarena_Olona: su padre robó siendo testaferro de los Pujol, ella se benefició 
@Santi_ABASCAL: Aguirre le montó un chiringuito y nunca devolvió el dinero
Javier Ortega Smith: se fugó de la justicia gibraltareña
PÁSALO",Twitter for iPhone,ArturoVilla_,euromillonario,eldelmedio7,Andorra,https://twitter.com/eldelmedio7,1,False
2021-06-18 13:12:06,1405875973933998098,"@Santi_ABASCAL @Jorgebuxade Habrá que quitarlas cuando se debe, no cuando lo dice un cuñao como tú, ridículo",Twitter for iPhone,Santi_ABASCAL,cuñaodevox,cunaodevox,,https://twitter.com/cunaodevox,13,False
2021-06-18 13:10:16,1405875510941519880,"@MalaMalamente @Santi_ABASCAL @Macarena_Olona A ver a fecha 16 de junio  hay un 27,2
 (Según INE) de la población con vacuna completa 
Sánchez se ha reunido con el 72,6% restante y les ha prohibido contagiar o que se contagien para quitar las mascarillas
Tenéis guasa,en serio,,cuando os digan que os tireis por el balcón ?",Twitter for Android,MalaMalamente,jose luis,joselito1953,,https://twitter.com/joselito1953,176,False
2021-06-18 13:09:21,1405875281982889987,@Santi_ABASCAL Narco Chavismo.,Twitter for Android,Santi_ABASCAL,#PatriaYVida 🇨🇺🇻🇪🇪🇦🇮🇱,sempreVnzla,Regne de València,https://twitter.com/sempreVnzla,904,False
2021-06-18 13:09:16,1405875259396476934,"@Santi_ABASCAL @vox_es Conforme he escuchado al Psicópata de Ssnchez anunciarlo a bombo y platillo cual noble repartiendo pan y migajas entre los pobres... he pensado exactamente lo mismo: Maniobra de despiste para las fechorías que está llevando a cabo.

P S I C Ó P A T A.",Twitter for Android,Santi_ABASCAL,Gonzalo Pozo (Pogui),GPogui,"Montijo, España",https://twitter.com/GPogui,696,False
2021-06-18 13:08:37,1405875096430993412,@InesArrimadas @pablocasado_ @Santi_ABASCAL no se os ha ocurrido una moción de censura por los indultos? Como podrían defender un no a esa propuesta los socialistas del resto de España ante sus votantes? Negociar con los socialistas críticos para expulsarlo,Twitter for Android,InesArrimadas,Diego Zamorano,dsd_diego,Zamora,https://twitter.com/dsd_diego,81,False
2021-06-18 13:08:20,1405875023366299651,"@Santi_ABASCAL Bajo corriendo a la famacia para hacer acopio, miedo me dan las decisiones de su “Escremencia”",Twitter for iPhone,Santi_ABASCAL,José Luis Petite,PetiteJos,,https://twitter.com/PetiteJos,117,False
2021-06-18 13:08:20,1405875023026524160,"@Pildora_II @ivanedlm @Santi_ABASCAL no tengáis piedad con el @populares , no merecen representarnos.",Twitter for iPhone,Pildora_II,John_ Mass_Black_Rainbow,LaMasa2020,España,https://twitter.com/LaMasa2020,156,False
2021-06-18 13:06:05,1405874460343799809,"@MalaMalamente @Santi_ABASCAL @Macarena_Olona A ver si nos acordamos que en Junio del año pasado tu amo nos dijo a todos:
Hemos vencido al virus.
Salid y disfrutad como si no hubiese un mañana. 
Y ahora esto.
Me descojono de todos los que seguís bebiendo de la orina de un psicópata.",Twitter for Android,MalaMalamente,Jimmy Continente,ContinenteJimmy,"Estepona, España",https://twitter.com/ContinenteJimmy,745,False
2021-06-18 13:05:59,1405874432875405314,@SantiRosell @Santi_ABASCAL Bravo @Santi_ABASCAL como siempre.🇪🇸👌,Twitter Web App,SantiRosell,𝑱𝒂𝒗𝒊𝒆𝒓 𝑪𝒉𝒐𝒗𝒂𝒓𝒆𝒔,ChovaresJavier,España,https://twitter.com/ChovaresJavier,2620,False
2021-06-18 13:04:59,1405874181158457346,"@Santi_ABASCAL Lo mismo habría que echarle cuenta a los científicos.

https://t.co/LGU3Pidmg2",Twitter for Android,Santi_ABASCAL,Jᴜᴀɴ,juannm,"37.394967,-5.992611",https://twitter.com/juannm,253,False
2021-06-18 13:03:36,1405873835396771841,@VOX_Europa_ @Santi_ABASCAL https://t.co/ZidjQPVJuB,Twitter for Android,VOX_Europa_,Adela Burgos Falco,adelab_falco,"Canelones, Uruguay",https://twitter.com/adelab_falco,221,False
2021-06-18 13:03:31,1405873812739133443,"Bravo @Santi_ABASCAL .
No puede estar mejor expresado ... https://t.co/N3Odo6dhWX",Twitter for Android,,"EL REY LEÓN. Santi, en defensa de España",SantiRosell,México 🇲🇽 ,https://twitter.com/SantiRosell,3232,False
2021-06-18 13:03:09,1405873719059361795,@Santi_ABASCAL Echarlos de una vez,Twitter for Android,Santi_ABASCAL,Jimmy Continente,ContinenteJimmy,"Estepona, España",https://twitter.com/ContinenteJimmy,745,False
2021-06-18 13:02:37,1405873588197003271,"@Santi_ABASCAL @x___pjarit__ Totalmente de acuerdo , Santiago.
Lo aprobarán a la par que los indultos pata intentar distraernos.
 Si se puede ir sin mascarillas el 26, se puede hoy, a mí que no me fastidien pero, claro, hoy no les hace falta.",Twitter Web App,Santi_ABASCAL,ELENA,ElensGuitart,,https://twitter.com/ElensGuitart,7474,False
2021-06-18 13:02:07,1405873460795121670,@MalaMalamente @fractabel @Santi_ABASCAL @Macarena_Olona Preferimos ser fachas q borregos con miedo,Twitter for Android,MalaMalamente,Jose_el_del_8cho,Del8cho,,https://twitter.com/Del8cho,2,False
2021-06-18 13:01:56,1405873414741663748,"@Santi_ABASCAL Se ""carcajea"" de como no hace jugar al ""simón  dice"", y todos  a seguirle, y a realizar  sus estupideces..si dice, ""quitar"" mascarilla..lo tengo  muy claro,  motivo,  más  que  sobrado, para  seguir  con  ella...éste  presidente,  tiene  la misma  credibilidad,  que  un mentiroso",Twitter for Android,Santi_ABASCAL,José Frco,jose_frco,,https://twitter.com/jose_frco,11,False
2021-06-18 13:01:31,1405873309401616384,"In interview to #IsraelHayom, head of #Spain's #Vox party talks about a ""war of civilizations"" @Santi_ABASCAL @damianpachter  https://t.co/8FDA1MkgRC",Hootsuite Inc.,,Israel Hayom English,IsraelHayomEng,Israel,https://twitter.com/IsraelHayomEng,36142,True
2021-06-18 13:01:29,1405873302351101953,"@MalaMalamente @Santi_ABASCAL @Macarena_Olona Porfavor, las mascarillas producen cáncer, estas respirando ti propio oxígeno todo el rato a llegado el momento qud nadie las recomendaba y aun sigues pensando igual, no a las mascarillas",Twitter for Android,MalaMalamente,Jose_el_del_8cho,Del8cho,,https://twitter.com/Del8cho,2,False
2021-06-18 13:01:27,1405873293962403846,"@Santi_ABASCAL Santiago, toda una vida sin dar palo al agua y queriendo llevarse los méritos de algo que no ha hecho. https://t.co/Y8tTofk4cw",Twitter for Android,Santi_ABASCAL,ALGO VII,AlgoVii,,https://twitter.com/AlgoVii,527,False
2021-06-18 13:01:24,1405873279961870338,@Santi_ABASCAL https://t.co/w2QLSxtYUG,Twitter for Android,Santi_ABASCAL,alruti_rt,alruti_rt,,https://twitter.com/alruti_rt,54,False
2021-06-18 13:01:22,1405873269924847619,@Santi_ABASCAL @ABLV2018 https://t.co/dBdnJycXER,Twitter for iPad,Santi_ABASCAL,Hidalgo de sangre,hidalgo_sangre,"Granada , Spain",https://twitter.com/hidalgo_sangre,263,False
2021-06-18 13:01:17,1405873250870206473,@Fran_azorbus @Santi_ABASCAL Ya tengo. Gracias. Es el de anti-borregos.,Twitter for Android,Fran_azorbus,Or.️Skuat. ✝️ y 👑 de 🇪🇸,OrSkuar,Sistema Solar. Via Lactea.,https://twitter.com/OrSkuar,137,False
2021-06-18 13:00:45,1405873117566808066,"@Santi_ABASCAL No sois mas tontos porque no podeis.  La pandemia llega a su fin y la mascarilla tambien. Y lo de los precios son los del Ibex, pedir explicaciones a vuestros amigos O ahora quereis nacionalizarlos al estilo comunista",Twitter for iPhone,Santi_ABASCAL,Miquel,Miquel111166,Sant Feliu de Llobregat,https://twitter.com/Miquel111166,37,False
2021-06-18 13:00:32,1405873062466174979,"@Santi_ABASCAL De todo haces sangre, carroñero https://t.co/pfOkABy9CC",Twitter for Android,Santi_ABASCAL,mikel 🔻,urzisu,Vitoria-Gasteiz Euskal Herria,https://twitter.com/urzisu,1098,False
2021-06-18 13:00:28,1405873047089860609,"@Santi_ABASCAL Que ojo, aunque ya no sea obligatorio llevarla, yo la voy a seguir llevando, personalmente no me quiero arriesgar ni lo más mínimo con este virus.",Twitter for Android,Joan2906,JoanGasu,Joan2906,,https://twitter.com/Joan2906,92,False
2021-06-18 13:00:20,1405873010918166530,"Son las 15:00 la hora de la DIVINA MISERICORDIA
@carlismoes @jsmofm

@CasaReal @cardenalosoro @ObispoMunilla  @Santi_ABASCAL  @Ortega_Smith @vox_es @VOX_Congreso @Congreso_Es @sanchezcastejon @CristinaSegui_ @RadioYa_es @Javiergaciaisac @carlosdavidgf @rtve 
    A.M.D.G https://t.co/HTugnSkF6U",Twitter for Android,,🔥❤️🔥Para que EL REYNE🔥❤️🔥,JESSMar02576052,,https://twitter.com/JESSMar02576052,14,False
2021-06-18 13:00:08,1405872962595663873,@Santi_ABASCAL @Macarena_Olona Que aprovechen el día 26 para además de la mascarilla que se quiten la careta.,Twitter for Android,Santi_ABASCAL,Juan Carlos Valles,valles83,Cantabria,https://twitter.com/valles83,75,False
2021-06-18 13:00:02,1405872936515481605,"📣 Abascal: ""No hemos venido hasta aquí para herederar el sistema que se nos impone desde la izquierda""
👉🏻 https://t.co/VXftH8evIh
#⃣ #ElTelegrama #18dejunio #VOX #Abascal #SantiagoAbascal #Política
👥 @Santi_ABASCAL @vox_es",TweetDeck,,El Telegrama,tutelegrama,De Madrid al mundo,https://twitter.com/tutelegrama,202,False
2021-06-18 12:59:14,1405872736107368452,"@Santi_ABASCAL Soy de vox, pero aquí hay algo de incoherencia, habéis apoyado en toda la plandemia el tema de las mascarillas y ahora decís esto?...",Twitter for Android,Santi_ABASCAL,Jose_el_del_8cho,Del8cho,,https://twitter.com/Del8cho,2,False
2021-06-18 12:58:26,1405872531723194372,"@Santi_ABASCAL ¿Cuánto tardareis en pedir que se pongan las mascarillas obligatorias de nuevo?, solo por llevar la contraria xD",Twitter for Android,Santi_ABASCAL,JoanGasu,Joan2906,,https://twitter.com/Joan2906,92,False
2021-06-18 12:57:49,1405872379692208130,@Santi_ABASCAL Lo único bueno que ha hecho este chico fue jugar en el estudiantes...y era malo y suplente ...los tiempos muertos durabam veinte segundos,Twitter for Android,Santi_ABASCAL,antonio.gomez,antonioiru77,,https://twitter.com/antonioiru77,23,False
2021-06-18 12:57:13,1405872229359964161,@BcnNatxo @Santi_ABASCAL 40,Twitter for Android,BcnNatxo,Silvanito🇪🇸🇪🇸🇪🇦🇪🇸🇪🇦🇮🇱🇮🇱🇮🇱🇮🇱🇮🇱,Silvani37066491,,https://twitter.com/Silvani37066491,33,False
2021-06-18 12:56:52,1405872140247764995,@Santi_ABASCAL Ya está el irresponsable de Santi diciendo sandeces,Twitter for Android,Santi_ABASCAL,Chime,Chime26874753,,https://twitter.com/Chime26874753,1,False
2021-06-18 12:55:14,1405871728526495748,"@Santi_ABASCAL No te engañes Santi, nos quitan las mascarillas porque de viene indultazo y más subidas, que tontos no son, pa tontos ya tienen a sus millones de votantes",Twitter for Android,Santi_ABASCAL,Abubillo,Abubillo1,"Madrid, Comunidad de Madrid",https://twitter.com/Abubillo1,78,False
2021-06-18 12:55:05,1405871691125899271,"@Silvani37066491 @Santi_ABASCAL Pero vamos a ver. Todo los productos tributan con iva. Y ese dinero no es para su bolsillo, si no para los servicios públicos. Cómo crees que se paga la sanidad, educación, carreteras… y muchas cosas más?",Twitter for iPhone,Silvani37066491,V,vdevendetta1570,Euskal Herria,https://twitter.com/vdevendetta1570,128,False
2021-06-18 12:54:52,1405871634859319296,"@Santi_ABASCAL En serio?????? Anda datw una vuelta campeon, joder lo que os aburris",Twitter for Android,Santi_ABASCAL,Juan Carlos Pacho,Ostiapatxi,Salamanca,https://twitter.com/Ostiapatxi,231,False
2021-06-18 12:54:26,1405871527673872386,"@Santi_ABASCAL multaron a los ciudadanos con más de 500 millones de euros
este es el terror rojo, 600 € multa por salir",Twitter for iPad,Santi_ABASCAL,Elaborados Cárnicos Antequera S.L.,AtikaCarnicosSL,,https://twitter.com/AtikaCarnicosSL,16,False
2021-06-18 12:54:13,1405871471252082694,Vicepresidenta junto a @Santi_ABASCAL https://t.co/alegru9Zuf,Twitter for iPhone,,💚 UnaDeVox 💚,UnadeVox,,https://twitter.com/UnadeVox,48,False
2021-06-18 12:52:30,1405871039758880770,"@Enrique09873775 @Kminandoxlavida @Santi_ABASCAL Con el tiempo, verás las cosas con otra perspectiva, y te darás cuenta que todo esto ha sido una cantinela. A Cataluña le interesa llevarse bien con España, y viceversa. Es bueno para todos. No te rayes, y no te dejes llevar por cantos de sirena.",Twitter for iPhone,Enrique09873775,V,vdevendetta1570,Euskal Herria,https://twitter.com/vdevendetta1570,128,False
2021-06-18 12:52:14,1405870974310944785,@Salvabcn1980 @Santi_ABASCAL En chinq hay de 1-3% de poblacion vacunada y nunca llevaron mascarilla. No tiene nada que ver. Y no aumentaron los contagios.,Twitter for iPhone,Salvabcn1980,Javier Costabella,javiXD48,"Alicante, España",https://twitter.com/javiXD48,18,False
2021-06-18 12:52:08,1405870948964876292,"@kramif @Santi_ABASCAL Será que la iglesia no recibe 11000 millones de las arcas españolas, aparte de lo que sacan de marcar la casilla de la iglesia en la renta. Son unos chorizos, han robado miles y multitud de propiedades en España. Que luego alquilan sin poder hacerlo. 
Aparte de la pederastia. https://t.co/apaoYeIoRM",Twitter for Android,kramif,elcristiano,elcristiamo,En El Cielo,https://twitter.com/elcristiamo,169,False
2021-06-18 12:51:54,1405870890877964292,"@Santi_ABASCAL Todos los que arremetéis contra Abascal no dáis ni un argumento,sólo insultáis..!",Twitter Web App,Santi_ABASCAL,Inge Blanco Sanchez,ResistanceInge,,https://twitter.com/ResistanceInge,19,False
2021-06-18 12:50:56,1405870646823952384,@chaningdays @Santi_ABASCAL De ti comunidad de vecinos,Twitter Web App,chaningdays,pilarl,nenesinosuke,Madrid,https://twitter.com/nenesinosuke,122,False
2021-06-18 12:50:20,1405870495422091264,@rooney_v @Santi_ABASCAL Nunca ha tenido sentido llevar bozal,Twitter for Android,rooney_v,Ya estoy aqui.,Yaestoyaquivale,Instaurare Omnia in Christo,https://twitter.com/Yaestoyaquivale,1667,False
2021-06-18 12:50:12,1405870463222439945,@VOX_Europa_ @Santi_ABASCAL La Cumbre servira para el mundo entero. Éxitos.,Twitter for Android,VOX_Europa_,Adela Burgos Falco,adelab_falco,"Canelones, Uruguay",https://twitter.com/adelab_falco,221,False
2021-06-18 12:50:07,1405870441579880452,@Chusbrave @Santi_ABASCAL @Jorgebuxade Jajajaaaja me río por no contestarte jajajajja,Twitter for Android,Chusbrave,loli c.r,docorba,valencia,https://twitter.com/docorba,578,False
2021-06-18 12:49:53,1405870380640833538,"@Santi_ABASCAL @Pichonazo11 Os dan la razón cuando la incidencia es baja y hay un porcentaje muy elevado de población vacunada, no cuando vosotros lo pedíais",Twitter Web App,Santi_ABASCAL,pilarl,nenesinosuke,Madrid,https://twitter.com/nenesinosuke,122,False
2021-06-18 12:49:49,1405870363389665280,@MrX02417567 @TECOLASTE @UnMundoFalaz @Santi_ABASCAL Eso es una burda MENTIRA... Un partido como Podemos sí lo estaría..y no cambies de TEMA...! Es totalmente cierto...Un familiar vino la semana pasada de vacacionesy no se lo podía creér!!!!!!!!!!!!,Twitter Web App,MrX02417567,Inge Blanco Sanchez,ResistanceInge,,https://twitter.com/ResistanceInge,19,False
2021-06-18 12:48:53,1405870131151056898,"@LVida12 @AzuelaSantiago @rwide2006 @Santi_ABASCAL El tema era el  de VOX  en Andalucía con el PP
Da dinero público para los toros y no ayuda a los enfermos.

Los herederos de AP = PP
Ahora son tres, para repartice la gran 🎂tarta

¿Como estaría ahora la Seguridad social y las pensiones?
Sin tantos ladrones https://t.co/zVI8SK8xK0",Twitter for Android,LVida12,Manuel Ford Álvarez,manuelfordalva1,"Bizkaia, País Vasco",https://twitter.com/manuelfordalva1,247,False
2021-06-18 12:48:53,1405870130878423045,@titoelportillo @Chusbrave @Santi_ABASCAL @Jorgebuxade Arriba España https://t.co/1A0zYNHJX8,Twitter for iPhone,titoelportillo,V,vdevendetta1570,Euskal Herria,https://twitter.com/vdevendetta1570,128,False
2021-06-18 12:48:43,1405870090164359177,"@Santi_ABASCAL Es todo tan descarado!!!vamos a quitarles a los borregos el bozal  para que vean que papá Sánchez  no es tal malo y mientras respiran libres, libres dejamos a los golpistas. Chimpum",Twitter for Android,Santi_ABASCAL,Laya,Laya_punto,,https://twitter.com/Laya_punto,473,False
2021-06-18 12:47:14,1405869714191097859,"@SofiaGerard3 @Santi_ABASCAL @Jorgebuxade Los principales paises del Narcotráfico
son Colombia, Brasil y Chile, sisntiéndolo
mucho, gobierna la extrema derecha.
Ahora se lo dices a tú papá ideológico.",Twitter Web App,SofiaGerard3,Xurde,Xanzana,,https://twitter.com/Xanzana,518,False
2021-06-18 12:47:07,1405869687695609859,@solidaridad_esp @Santi_ABASCAL El mismo caso que ha una 💩 https://t.co/4KuEBkYDs4,Twitter for Android,solidaridad_esp,Alfrzs,Alfrzs3,,https://twitter.com/Alfrzs3,6,False
2021-06-18 12:46:13,1405869458929881095,"@chusogg @Santi_ABASCAL @nacho3810 O no se entera, o sabe que miente o ambas.",Twitter for Android,chusogg,Doctor Manhattan reborn,manhattan_2,El infinito. ,https://twitter.com/manhattan_2,6140,False
2021-06-18 12:45:57,1405869391254859790,"@ResistanceInge @Santi_ABASCAL Pero aun quedaba un gran tramo x vacunar. En dos semanas se ha vacunado un gran número de la población, y hasta el 26aun más.",Twitter for iPad,ResistanceInge,marta,martaopi,Barcelona (y del mundo),https://twitter.com/martaopi,130,False
2021-06-18 12:45:52,1405869372929974273,"@Santi_ABASCAL También llega el buen tiempo y con ello la reducción natural de la contagiosidad.
No obstante, no desestimes que tengamos que volver a ponernos la mascarilla en exteriores si no cumplimos con la distancia social necesaria para evitar el contacto.
Lo pillas ahora???",Twitter for Android,TontoUltimo,Tonto el último,TontoUltimo,,https://twitter.com/TontoUltimo,26,False
2021-06-18 12:45:39,1405869314457079809,"@Santi_ABASCAL Búscate un trabajo digno y honesto, zángano",Twitter for iPhone,Santi_ABASCAL,gustavo,gustavo31089198,,https://twitter.com/gustavo31089198,18,False
